,Unnamed: 0,userId,night_inputDt,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount,date,sleep,inputDt,sleepProblem,dream,amCondition,amEmotion,total_CaffAmount,date_m,startDt,endDt,device,sleep_score,total_sleep_time,time_in_bed,waso,wakeupcount,aal,movement_index,fragmentation_index,sleep_frag_index
8,0,11,2018-11-12 23:42,3.0,4.0,2.0,4.0,4.0,2.0,4.0,,,,,,,2018-11-12,4.0,2018-11-13 15:21,5.0,4.0,3.0,3.0,,2018-11-13,2018-11-13 0:21,2018-11-13 8:25,Fitbit,89.2985612,29790,33360,,,,,,
0,0,12,2018-10-31 23:02,5.0,5.0,,4.0,3.0,4.0,4.0,coffee,1.0,coffee,1.0,,,2018-10-31,5.0,2018-11-01 8:06,0.0,4.0,4.0,4.0,2.0,2018-11-01,2018-11-01 0:16,2018-11-01 7:16,Fitbit,85.5567806,23280,27210,,,,,,
1,0,12,2018-11-01 21:19,4.0,5.0,,4.0,2.0,4.0,4.0,,,coffee,1.0,,,2018-11-01,4.0,2018-11-02 7:54,0.0,4.0,3.0,3.0,,2018-11-02,2018-11-01 23:55,2018-11-02 7:13,Fitbit,87.1004566,22890,26280,,,,,,
2,0,12,2018-11-05 18:10,4.0,5.0,,4.0,3.0,4.0,4.0,,,coffee,1.0,,,2018-11-05,4.0,2018-11-06 7:54,8.0,4.0,4.0,4.0,,2018-11-06,2018-11-05 21:28,2018-11-06 6:56,Fitbit,77.8293135,25170,32340,,,,,,
0,0,13,2018-10-31 23:00,5.0,2.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-10-31,3.0,2018-11-01 8:42,0.0,4.0,2.0,3.0,,2018-11-01,2018-11-01 0:31,2018-11-01 7:52,Fitbit,87.4730022,24300,27780,,,,,,
1,0,13,2018-11-01 22:28,5.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-01,3.0,2018-11-02 8:16,1.0,4.0,2.0,3.0,,2018-11-02,2018-11-02 0:34,2018-11-02 7:37,Fitbit,84.9935317,19710,23190,,,,,,
0,0,14,2018-10-31 23:21,2.0,1.0,2.0,4.0,2.0,2.0,3.0,coffee,2.0,,,,,2018-10-31,3.0,2018-11-01 9:24,0.0,4.0,4.0,3.0,,2018-11-01,2018-11-01 0:23,2018-11-01 7:42,Fitbit,96.7088608,22920,23700,,,,,,
1,0,14,2018-11-01 21:38,3.0,2.0,1.0,2.0,2.0,2.0,,coffee,1.0,,,,,2018-11-01,2.0,2018-11-02 8:01,2.0,4.0,1.0,1.0,,2018-11-02,2018-11-02 1:06,2018-11-02 7:56,Fitbit,86.7647059,24780,28560,,,,,,
2,0,14,2018-11-02 22:08,2.0,1.0,1.0,4.0,2.0,2.0,3.0,coffee,1.0,,,,,2018-11-02,4.0,2018-11-03 13:44,0.0,4.0,4.0,4.0,,2018-11-03,2018-11-02 23:57,2018-11-03 6:17,Fitbit,86.6295265,9330,10770,,,,,,
3,0,14,2018-11-04 2:24,2.0,1.0,1.0,4.0,2.0,3.0,4.0,coffee,1.0,,,,,2018-11-04,2.0,2018-11-05 8:22,0.0,4.0,1.0,1.0,,2018-11-05,2018-11-05 4:56,2018-11-05 7:53,Fitbit,88.8349515,10980,12360,,,,,,
4,0,14,2018-11-07 21:26,2.0,1.0,1.0,3.0,3.0,3.0,3.0,coffee,1.0,,,,,2018-11-07,1.0,2018-11-08 5:57,9.0,4.0,1.0,2.0,,2018-11-08,2018-11-08 6:29,2018-11-08 9:48,Fitbit,93.7984496,21780,23220,,,,,,
5,0,14,2018-11-11 23:36,3.0,2.0,1.0,4.0,3.0,3.0,3.0,,,coffee,1.0,,,2018-11-11,4.0,2018-11-12 8:59,4.0,4.0,3.0,3.0,,2018-11-12,2018-11-12 0:14,2018-11-12 7:31,Fitbit,87.295082,25560,29280,,,,,,
6,0,14,2018-11-12 21:47,3.0,2.0,1.0,4.0,2.0,2.0,4.0,coffee,1.0,coffee,1.0,,,2018-11-12,3.0,2018-11-13 23:12,9.0,4.0,3.0,3.0,2.0,2018-11-13,2018-11-12 20:47,2018-11-13 7:20,Fitbit,88.0733945,23040,26160,,,,,,
0,0,15,2018-11-01 21:32,3.0,1.0,2.0,4.0,1.0,2.0,4.0,coffee,2.0,coffee,2.0,,,2018-11-01,3.0,2018-11-02 9:32,8.0,4.0,2.0,2.0,4.0,2018-11-02,2018-11-02 0:16,2018-11-02 7:08,Fitbit,88.1879195,19710,22350,,,,,,
1,0,15,2018-11-02 22:19,3.0,1.0,2.0,2.0,1.0,2.0,4.0,coffee,2.0,coffee,3.0,,,2018-11-02,2.0,2018-11-03 10:44,0.0,4.0,1.0,1.0,5.0,2018-11-03,2018-11-03 1:42,2018-11-03 9:25,Fitbit,84.5882353,21570,25500,,,,,,
2,0,15,2018-11-03 22:55,3.0,1.0,2.0,4.0,2.0,3.0,4.0,coffee,2.0,coffee,3.0,beer,1.0,2018-11-03,1.0,2018-11-04 11:00,7.0,1.0,2.0,1.0,5.0,2018-11-04,2018-11-04 0:23,2018-11-04 10:07,Fitbit,87.2159091,18420,21120,,,,,,
3,0,15,2018-11-04 23:59,2.0,2.0,2.0,1.0,2.0,2.0,,coffee,2.0,coffee,2.0,,,2018-11-04,2.0,2018-11-05 11:05,0.0,4.0,2.0,3.0,4.0,2018-11-05,2018-11-05 1:29,2018-11-05 10:41,Fitbit,85.1906158,17430,20460,,,,,,
4,0,15,2018-11-06 23:21,3.0,3.0,2.0,1.0,2.0,2.0,,coffee,2.0,coffee,2.0,,,2018-11-06,2.0,2018-11-07 9:56,2.0,4.0,2.0,3.0,4.0,2018-11-07,2018-11-07 0:57,2018-11-07 7:04,Fitbit,90.7801418,26880,29610,,,,,,
5,0,15,2018-11-07 23:19,3.0,2.0,2.0,2.0,1.0,2.0,,coffee,2.0,coffee,1.0,,,2018-11-07,2.0,2018-11-08 11:13,2.0,4.0,1.0,3.0,3.0,2018-11-08,2018-11-08 1:59,2018-11-08 9:00,Fitbit,89.1358025,21660,24300,,,,,,
6,0,15,2018-11-09 23:29,3.0,3.0,2.0,1.0,2.0,2.0,,coffee,2.0,coffee,1.0,,,2018-11-09,2.0,2018-11-10 10:03,2.0,4.0,2.0,2.0,3.0,2018-11-10,2018-11-09 22:29,2018-11-10 9:12,Fitbit,89.707751,21180,23610,,,,,,
7,0,15,2018-11-11 0:15,3.0,3.0,2.0,2.0,1.0,2.0,,coffee,2.0,coffee,1.0,,,2018-11-11,2.0,2018-11-12 9:16,7.0,1.0,2.0,2.0,3.0,2018-11-12,2018-11-12 2:34,2018-11-12 13:16,Fitbit,91.4519906,23430,25620,,,,,,
0,0,16,2018-11-01 23:04,3.0,1.0,2.0,4.0,3.0,2.0,4.0,coffee,1.0,coffee,2.0,,,2018-11-01,4.0,2018-11-02 12:48,1.0,4.0,2.0,1.0,3.0,2018-11-02,2018-11-02 3:51,2018-11-02 9:55,Fitbit,88.8030888,41400,46620,,,,,,
1,0,16,2018-11-07 22:32,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,2018-11-07,3.0,2018-11-08 10:05,0.0,4.0,2.0,2.0,,2018-11-08,2018-11-08 3:34,2018-11-08 8:51,Fitbit,86.3836018,17700,20490,,,,,,
0,0,17,2018-10-31 20:02,3.0,3.0,2.0,4.0,2.0,3.0,4.0,,,,,,,2018-10-31,3.0,2018-11-01 8:52,3.0,1.0,2.0,2.0,,2018-11-01,2018-11-01 0:01,2018-11-01 8:02,Fitbit,75.4098361,2760,3660,,,,,,
0,0,18,2018-11-16 23:43,3.0,3.0,2.0,3.0,3.0,4.0,4.0,,,,,,,2018-11-16,2.0,2018-11-17 21:14,5.0,4.0,2.0,2.0,,2018-11-17,2018-11-17 3:21,2018-11-17 9:43,Fitbit,85.9922179,19890,23130,,,,,,
1,0,18,2018-11-17 21:14,4.0,2.0,2.0,4.0,2.0,2.0,3.0,,,,,,,2018-11-17,3.0,2018-11-18 13:02,5.0,4.0,2.0,2.0,,2018-11-18,2018-11-18 1:20,2018-11-18 8:20,Fitbit,96.3282937,26760,27780,,,,,,
2,0,18,2018-11-23 22:18,4.0,2.0,2.0,4.0,2.0,4.0,3.0,,,,,,,2018-11-23,3.0,2018-11-24 15:02,0.0,4.0,2.0,2.0,,2018-11-24,2018-11-24 1:39,2018-11-24 7:52,Fitbit,89.9361022,16890,18780,,,,,,
3,0,18,2018-11-27 23:14,4.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-27,4.0,2018-11-28 8:38,0.0,4.0,4.0,3.0,,2018-11-28,2018-11-28 0:36,2018-11-28 8:06,Fitbit,86.3572433,18420,21330,,,,,,
0,0,19,2018-11-19 0:40,4.0,4.0,2.0,4.0,2.0,2.0,,,,,,,,2018-11-19,3.0,2018-11-20 8:13,0.0,2.0,2.0,3.0,,2018-11-20,2018-11-20 1:29,2018-11-20 8:12,Fitbit,91.7464115,23010,25080,,,,,,
1,0,19,2018-11-20 21:25,3.0,2.0,2.0,4.0,3.0,3.0,,,,,,,,2018-11-20,3.0,2018-11-21 8:21,5.0,2.0,2.0,3.0,,2018-11-21,2018-11-21 1:46,2018-11-21 8:12,Fitbit,89.1891892,3960,4440,,,,,,
2,0,19,2018-11-24 23:42,3.0,2.0,2.0,4.0,3.0,3.0,3.0,,,,,soju,1.0,2018-11-24,1.0,2018-11-25 8:58,3.0,2.0,3.0,3.0,,2018-11-25,2018-11-25 6:06,2018-11-25 21:54,Fitbit,86.3238512,23670,27420,,,,,,
3,0,19,2018-11-26 22:16,3.0,1.0,2.0,3.0,3.0,3.0,,,,,,,,2018-11-26,3.0,2018-11-27 7:56,5.0,2.0,2.0,3.0,,2018-11-27,2018-11-27 2:34,2018-11-27 7:43,Fitbit,85.6378234,28800,33630,,,,,,
4,0,19,2018-11-27 20:14,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-27,4.0,2018-11-28 8:37,5.0,1.0,4.0,1.0,,2018-11-28,2018-11-28 3:25,2018-11-28 9:40,Fitbit,86.239782,18990,22020,,,,,,
0,0,20,2018-11-15 23:53,3.0,3.0,2.0,4.0,2.0,2.0,2.0,coffee,3.0,,,,,2018-11-15,2.0,2018-11-16 10:24,1.0,4.0,2.0,2.0,,2018-11-16,2018-11-16 1:14,2018-11-16 8:29,Fitbit,86.5263158,24660,28500,,,,,,
1,0,20,2018-11-17 23:13,5.0,4.0,1.0,2.0,4.0,3.0,2.0,coffee,1.0,,,beer,3.0,2018-11-17,1.0,2018-11-18 12:07,0.0,2.0,2.0,2.0,,2018-11-18,2018-11-18 4:13,2018-11-18 8:38,Fitbit,86.1618799,19800,22980,,,,,,
2,0,20,2018-11-26 23:37,3.0,3.0,2.0,4.0,2.0,2.0,4.0,,,coffee,2.0,,,2018-11-26,2.0,2018-11-27 10:02,1.0,2.0,2.0,3.0,,2018-11-27,2018-11-27 4:13,2018-11-27 7:49,Fitbit,88.5326757,21540,24330,,,,,,
3,0,20,2018-11-27 23:31,4.0,4.0,2.0,2.0,2.0,2.0,2.0,coffee,1.0,coffee,1.0,,,2018-11-27,4.0,2018-11-28 10:12,1.0,2.0,3.0,4.0,2.0,2018-11-28,2018-11-28 3:19,2018-11-28 8:52,Fitbit,87.0220162,22530,25890,,,,,,
0,0,21,2018-11-16 21:24,4.0,3.0,1.0,1.0,2.0,4.0,4.0,coffee,1.0,,,,,2018-11-16,4.0,2018-11-17 8:01,0.0,4.0,2.0,2.0,,2018-11-17,2018-11-17 2:20,2018-11-17 7:04,Fitbit,93.323217,18450,19770,,,,,,
1,0,21,2018-11-19 22:46,5.0,2.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-19,5.0,2018-11-20 8:02,0.0,4.0,2.0,4.0,,2018-11-20,2018-11-20 0:16,2018-11-20 7:19,Fitbit,86.5556978,20280,23430,,,,,,
2,0,21,2018-11-21 21:36,4.0,2.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-21,4.0,2018-11-22 11:12,0.0,4.0,4.0,5.0,,2018-11-22,2018-11-22 2:40,2018-11-22 9:43,Fitbit,84.7145488,13800,16290,,,,,,
3,0,21,2018-11-26 23:31,3.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-26,4.0,2018-11-27 7:05,0.0,4.0,3.0,4.0,,2018-11-27,2018-11-27 1:51,2018-11-27 6:33,Fitbit,84.6481876,23820,28140,,,,,,
0,0,22,2018-11-15 21:49,3.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,2018-11-15,3.0,2018-11-16 9:14,5.0,4.0,3.0,4.0,,2018-11-16,2018-11-16 0:44,2018-11-16 5:59,Fitbit,91.4253898,24630,26940,,,,,,
1,0,22,2018-11-16 21:42,3.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,2018-11-16,3.0,2018-11-17 7:35,2.0,4.0,3.0,3.0,,2018-11-17,2018-11-16 23:25,2018-11-17 6:25,Fitbit,88.1070367,26670,30270,,,,,,
2,0,22,2018-11-17 22:02,3.0,1.0,1.0,2.0,2.0,2.0,4.0,,,,,,,2018-11-17,3.0,2018-11-18 9:40,3.0,4.0,2.0,3.0,,2018-11-18,2018-11-17 23:14,2018-11-18 7:53,Fitbit,89.8840885,25590,28470,,,,,,
3,0,22,2018-11-19 22:13,2.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-19,2.0,2018-11-20 9:07,9.0,4.0,2.0,3.0,,2018-11-20,2018-11-20 0:39,2018-11-20 23:37,Fitbit,91.704649,30180,32910,,,,,,
4,0,22,2018-11-20 21:57,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-20,3.0,2018-11-21 9:17,2.0,4.0,3.0,3.0,,2018-11-21,2018-11-21 0:26,2018-11-21 7:27,Fitbit,91.7309813,24960,27210,,,,,,
5,0,22,2018-11-21 21:59,3.0,3.0,2.0,2.0,2.0,2.0,,,,coffee,1.0,,,2018-11-21,3.0,2018-11-22 8:59,2.0,4.0,3.0,3.0,,2018-11-22,2018-11-21 23:41,2018-11-22 6:47,Fitbit,91.5730337,9780,10680,,,,,,
6,0,22,2018-11-22 21:24,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,2018-11-22,2.0,2018-11-23 8:29,5.0,4.0,1.0,1.0,,2018-11-23,2018-11-23 3:08,2018-11-23 23:59,Fitbit,87.5437369,37530,42870,,,,,,
7,0,22,2018-11-23 21:07,3.0,2.0,2.0,2.0,4.0,2.0,,,,,,,,2018-11-23,4.0,2018-11-24 9:29,0.0,4.0,4.0,4.0,,2018-11-24,2018-11-24 0:02,2018-11-24 23:57,Fitbit,91.1210762,30480,33450,,,,,,
8,0,22,2018-11-24 22:09,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-24,3.0,2018-11-25 9:29,0.0,4.0,3.0,3.0,,2018-11-25,2018-11-25 0:08,2018-11-25 7:27,Fitbit,89.1332471,20670,23190,,,,,,
9,0,22,2018-11-25 21:48,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-25,3.0,2018-11-26 9:22,0.0,4.0,3.0,3.0,,2018-11-26,2018-11-26 23:57,2018-11-26 23:57,Fitbit,94.9295775,30330,31950,,,,,,
10,0,22,2018-11-27 21:23,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,2018-11-27,3.0,2018-11-28 9:05,1.0,4.0,3.0,3.0,,2018-11-28,2018-11-28 1:06,2018-11-28 6:35,Fitbit,100.0,3600,3600,,,,,,
0,0,23,2018-11-15 21:54,4.0,2.0,2.0,2.0,3.0,3.0,,,,,,soju,1.0,2018-11-15,3.0,2018-11-16 8:23,0.0,4.0,3.0,3.0,,2018-11-16,2018-11-16 0:10,2018-11-16 7:38,Fitbit,84.4262295,18540,21960,,,,,,
1,0,23,2018-11-16 21:37,2.0,2.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-16,4.0,2018-11-17 10:27,0.0,4.0,2.0,4.0,,2018-11-17,2018-11-17 2:21,2018-11-17 9:50,Fitbit,91.0866911,22380,24570,,,,,,
2,0,23,2018-11-17 23:24,3.0,5.0,2.0,4.0,2.0,3.0,3.0,,,,,,,2018-11-17,2.0,2018-11-18 8:32,0.0,4.0,2.0,2.0,,2018-11-18,2018-11-18 2:39,2018-11-18 11:54,Fitbit,87.4213836,33360,38160,,,,,,
3,0,23,2018-11-18 22:49,3.0,3.0,2.0,2.0,2.0,3.0,,,,,,,,2018-11-18,3.0,2018-11-19 8:29,7.0,2.0,2.0,3.0,,2018-11-19,2018-11-19 1:47,2018-11-19 7:35,Fitbit,84.7877358,21570,25440,,,,,,
4,0,23,2018-11-19 20:50,3.0,3.0,2.0,4.0,1.0,3.0,,,,,,,,2018-11-19,2.0,2018-11-20 12:11,0.0,4.0,1.0,2.0,,2018-11-20,2018-11-20 0:56,2018-11-20 7:29,Fitbit,79.9485861,18660,23340,,,,,,
5,0,23,2018-11-20 19:58,3.0,2.0,2.0,4.0,2.0,3.0,,,,,,,,2018-11-20,5.0,2018-11-21 8:28,0.0,2.0,4.0,4.0,,2018-11-21,2018-11-20 21:46,2018-11-21 7:54,Fitbit,83.9779006,31920,38010,,,,,,
6,0,23,2018-11-23 20:30,3.0,4.0,2.0,4.0,2.0,3.0,,,,,,,,2018-11-23,5.0,2018-11-24 11:39,0.0,4.0,4.0,5.0,,2018-11-24,2018-11-24 1:31,2018-11-24 11:26,Fitbit,86.1650485,21300,24720,,,,,,
7,0,23,2018-11-26 21:36,4.0,4.0,2.0,4.0,3.0,3.0,,,,,,,,2018-11-26,2.0,2018-11-27 8:19,0.0,4.0,2.0,3.0,,2018-11-27,2018-11-27 4:37,2018-11-27 9:57,Fitbit,83.424408,27480,32940,,,,,,
8,0,23,2018-11-27 21:42,4.0,4.0,2.0,,3.0,3.0,,,,,,,,2018-11-27,2.0,2018-11-28 13:57,0.0,4.0,2.0,2.0,,2018-11-28,2018-11-28 2:14,2018-11-28 8:02,Fitbit,85.9,25770,30000,,,,,,
0,0,24,2018-11-17 23:23,4.0,5.0,2.0,4.0,4.0,2.0,4.0,,,,,,,2018-11-17,5.0,2018-11-18 15:23,0.0,2.0,5.0,5.0,,2018-11-18,2018-11-18 5:19,2018-11-18 13:36,Fitbit,89.9868248,20490,22770,,,,,,
1,0,24,2018-11-18 23:49,4.0,3.0,2.0,4.0,2.0,3.0,4.0,,,,,,,2018-11-18,1.0,2018-11-19 12:21,1.0,2.0,2.0,2.0,,2018-11-19,2018-11-19 6:26,2018-11-19 8:11,Fitbit,93.6965812,26310,28080,,,,,,
2,0,24,2018-11-19 23:11,4.0,4.0,2.0,4.0,1.0,2.0,2.0,tea,3.0,,,,,2018-11-19,3.0,2018-11-20 8:46,0.0,4.0,3.0,3.0,,2018-11-20,2018-11-19 18:58,2018-11-20 8:14,Fitbit,92.7007299,19050,20550,,,,,,
3,0,24,2018-11-20 23:15,3.0,3.0,,4.0,3.0,2.0,4.0,tea,3.0,tea,2.0,,,2018-11-20,3.0,2018-11-21 9:56,5.0,4.0,4.0,3.0,5.0,2018-11-21,2018-11-20 19:25,2018-11-21 9:04,Fitbit,94.1919192,22380,23760,,,,,,
4,0,24,2018-11-21 23:13,3.0,1.0,2.0,4.0,3.0,2.0,4.0,,,coffee,1.0,,,2018-11-21,3.0,2018-11-22 8:51,5.0,4.0,3.0,4.0,,2018-11-22,2018-11-22 2:42,2018-11-22 8:10,Fitbit,84.1339156,17340,20610,,,,,,
5,0,24,2018-11-22 23:20,4.0,4.0,,4.0,3.0,3.0,4.0,tea,2.0,tea,2.0,,,2018-11-22,4.0,2018-11-23 9:16,5.0,3.0,4.0,4.0,4.0,2018-11-23,2018-11-23 1:40,2018-11-23 8:15,Fitbit,87.6884422,41880,47760,,,,,,
6,0,24,2018-11-23 22:48,5.0,4.0,2.0,4.0,2.0,1.0,4.0,tea,3.0,tea,3.0,,,2018-11-23,4.0,2018-11-24 12:44,0.0,4.0,4.0,4.0,6.0,2018-11-24,2018-11-24 1:51,2018-11-24 22:13,Fitbit,90.0149031,18120,20130,,,,,,
7,0,24,2018-11-24 23:55,3.0,3.0,,4.0,4.0,4.0,3.0,,,,,,,2018-11-24,4.0,2018-11-25 13:48,1.0,4.0,4.0,3.0,,2018-11-25,2018-11-25 4:26,2018-11-25 12:53,Fitbit,89.3333333,18090,20250,,,,,,
8,0,24,2018-11-25 23:57,4.0,4.0,2.0,4.0,2.0,3.0,4.0,,,,,,,2018-11-25,4.0,2018-11-26 8:49,0.0,4.0,3.0,3.0,,2018-11-26,2018-11-26 3:06,2018-11-26 8:15,Fitbit,85.5795148,19050,22260,,,,,,
9,0,24,2018-11-26 22:46,4.0,4.0,2.0,4.0,3.0,2.0,4.0,tea,3.0,coffee,1.0,,,2018-11-26,3.0,2018-11-27 11:23,0.0,4.0,2.0,1.0,4.0,2018-11-27,2018-11-27 0:14,2018-11-27 5:39,Fitbit,98.7421384,9420,9540,,,,,,
10,0,24,2018-11-27 23:41,4.0,5.0,2.0,4.0,1.0,2.0,3.0,coffee,1.0,,,soju,2.0,2018-11-27,3.0,2018-11-28 8:48,1.0,4.0,3.0,3.0,,2018-11-28,2018-11-27 16:28,2018-11-28 5:56,Fitbit,91.3274336,30960,33900,,,,,,
0,0,25,2018-11-17 0:17,4.0,4.0,2.0,3.0,3.0,3.0,,,,coffee,1.0,,,2018-11-17,3.0,2018-11-18 10:07,0.0,4.0,2.0,2.0,,2018-11-18,2018-11-18 3:17,2018-11-18 12:53,Fitbit,94.7858473,30540,32220,,,,,,
1,0,25,2018-11-18 22:49,2.0,2.0,2.0,3.0,2.0,3.0,,,,,,,,2018-11-18,3.0,2018-11-19 9:14,0.0,4.0,2.0,2.0,,2018-11-19,2018-11-19 2:40,2018-11-19 7:34,Fitbit,93.8650307,18360,19560,,,,,,
2,0,25,2018-11-20 0:39,3.0,2.0,2.0,3.0,3.0,3.0,,,,,,soju,1.0,2018-11-20,3.0,2018-11-21 12:01,0.0,4.0,4.0,4.0,,2018-11-21,2018-11-21 2:34,2018-11-21 9:34,Fitbit,84.6899225,26220,30960,,,,,,
3,0,25,2018-11-22 23:22,4.0,4.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2018-11-22,3.0,2018-11-23 9:09,0.0,4.0,2.0,4.0,,2018-11-23,2018-11-23 2:19,2018-11-23 7:42,Fitbit,98.1770833,22620,23040,,,,,,
4,0,25,2018-11-24 23:39,3.0,3.0,1.0,3.0,3.0,1.0,3.0,,,coffee,1.0,soju&beer,1.0,2018-11-24,3.0,2018-11-25 11:49,0.0,4.0,3.0,3.0,,2018-11-25,2018-11-25 3:38,2018-11-25 11:30,Fitbit,89.4557823,31560,35280,,,,,,
5,0,25,2018-11-25 23:12,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2018-11-25,3.0,2018-11-26 9:12,0.0,4.0,3.0,3.0,,2018-11-26,2018-11-25 22:40,2018-11-26 7:40,Fitbit,94.6169772,27420,28980,,,,,,
6,0,25,2018-11-26 22:02,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2018-11-26,3.0,2018-11-27 8:44,0.0,4.0,3.0,3.0,,2018-11-27,2018-11-27 1:03,2018-11-27 7:26,Fitbit,96.5944272,18720,19380,,,,,,
0,0,26,2018-11-15 22:17,2.0,3.0,2.0,1.0,2.0,3.0,3.0,,,,,soju,3.0,2018-11-15,1.0,2018-11-16 5:24,9.0,4.0,3.0,3.0,,2018-11-16,2018-11-16 7:09,2018-11-16 12:27,Fitbit,88.3283877,26790,30330,,,,,,
1,0,26,2018-11-16 20:19,3.0,2.0,1.0,4.0,3.0,3.0,2.0,,,,,soju,2.0,2018-11-16,2.0,2018-11-17 11:04,3.0,4.0,2.0,2.0,,2018-11-17,2018-11-17 3:14,2018-11-17 13:58,Fitbit,89.4282632,24870,27810,,,,,,
2,0,26,2018-11-17 23:00,3.0,2.0,2.0,2.0,2.0,3.0,4.0,,,,,,,2018-11-17,1.0,2018-11-18 6:30,0.0,4.0,3.0,2.0,,2018-11-18,2018-11-18 6:51,2018-11-18 14:08,Fitbit,86.9072165,25290,29100,,,,,,
3,0,26,2018-11-18 19:51,4.0,4.0,2.0,4.0,2.0,3.0,,,,,,,,2018-11-18,4.0,2018-11-19 12:04,0.0,2.0,4.0,4.0,,2018-11-19,2018-11-19 4:15,2018-11-19 11:24,Fitbit,88.0044843,23550,26760,,,,,,
4,0,26,2018-11-19 22:11,4.0,3.0,2.0,4.0,3.0,3.0,2.0,,,,,,,2018-11-19,5.0,2018-11-20 10:10,0.0,4.0,5.0,4.0,,2018-11-20,2018-11-20 2:34,2018-11-20 9:32,Fitbit,87.0813397,16380,18810,,,,,,
5,0,26,2018-11-20 22:33,4.0,3.0,2.0,2.0,3.0,2.0,4.0,,,,,,,2018-11-20,4.0,2018-11-21 9:16,9.0,4.0,4.0,4.0,,2018-11-21,2018-11-21 3:23,2018-11-21 8:41,Fitbit,91.5766739,25440,27780,,,,,,
6,0,26,2018-11-21 22:03,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,2018-11-21,5.0,2018-11-22 11:44,0.0,1.0,3.0,4.0,,2018-11-22,2018-11-22 4:56,2018-11-22 12:35,Fitbit,87.5,18060,20640,,,,,,
7,0,26,2018-11-24 1:23,3.0,3.0,2.0,3.0,2.0,2.0,3.0,,,,,,,2018-11-24,2.0,2018-11-25 8:45,6.0,4.0,2.0,2.0,,2018-11-25,2018-11-25 4:10,2018-11-25 13:34,Fitbit,90.0241352,33570,37290,,,,,,
8,0,26,2018-11-25 21:37,4.0,4.0,2.0,4.0,2.0,3.0,4.0,,,,,soju,2.0,2018-11-25,2.0,2018-11-26 9:50,2.0,4.0,2.0,2.0,,2018-11-26,2018-11-26 2:21,2018-11-26 12:12,Fitbit,87.6146789,17190,19620,,,,,,
9,0,26,2018-11-26 22:44,4.0,2.0,2.0,4.0,2.0,2.0,2.0,,,,,,,2018-11-26,3.0,2018-11-27 10:27,5.0,4.0,3.0,3.0,,2018-11-27,2018-11-27 4:32,2018-11-27 9:46,Fitbit,86.8421053,22770,26220,,,,,,
0,0,27,2018-11-15 22:33,1.0,1.0,2.0,4.0,1.0,2.0,4.0,,,,,,,2018-11-15,3.0,2018-11-16 10:40,4.0,2.0,2.0,2.0,,2018-11-16,2018-11-15 23:59,2018-11-16 8:22,Fitbit,90.4466501,21870,24180,,,,,,
1,1,27,2018-11-16 22:43,1.0,1.0,2.0,4.0,2.0,1.0,4.0,,,,,,,2018-11-16,2.0,2018-11-17 8:55,2.0,4.0,1.0,1.0,,2018-11-17,2018-11-17 0:28,2018-11-17 7:29,Fitbit,88.0616175,20580,23370,,,,,,
2,2,27,2018-11-17 22:34,2.0,1.0,2.0,4.0,4.0,2.0,4.0,,,coffee,1.0,,,2018-11-17,4.0,2018-11-18 11:41,0.0,2.0,3.0,3.0,,2018-11-18,2018-11-18 3:03,2018-11-18 9:38,Fitbit,86.9138495,23910,27510,,,,,,
3,3,27,2018-11-18 23:45,1.0,1.0,2.0,4.0,4.0,3.0,4.0,,,coffee,1.0,,,2018-11-18,3.0,2018-11-19 10:37,6.0,2.0,1.0,2.0,,2018-11-19,2018-11-19 0:40,2018-11-19 6:20,Fitbit,91.025641,17040,18720,,,,,,
4,4,27,2018-11-19 22:44,1.0,1.0,,4.0,2.0,3.0,4.0,,,coffee,2.0,,,2018-11-19,2.0,2018-11-20 8:16,4.0,2.0,1.0,1.0,,2018-11-20,2018-11-20 0:47,2018-11-20 7:00,Fitbit,89.9004267,18960,21090,,,,,,
