,userId,date,endInput,sleep,sleepProblem,dream,amCondition,amEmotion,pmEmotion,pmStress,pmFatigue,caffeine,cAmount(ml),alcohol,aAmount(ml)
201,user08,2020-09-12,2020-09-13 22:52,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,,-1.0,,-1.0
202,user08,2020-09-13,2020-09-14 8:17,4.0,0.0,3.0,2.0,3.0,4.0,3.0,1.0,,-1.0,,-1.0
203,user08,2020-09-14,2020-09-15 7:29,4.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,,-1.0,,-1.0
204,user08,2020-09-15,2020-09-17 22:38,4.0,0.0,3.0,3.0,4.0,4.0,1.0,3.0,,-1.0,,-1.0
205,user08,2020-09-16,2020-09-17 22:33,3.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,,-1.0,,-1.0
206,user08,2020-09-17,2020-09-18 7:17,5.0,0.0,3.0,4.0,4.0,5.0,4.0,5.0,,-1.0,,-1.0
207,user08,2020-09-18,2020-09-19 21:23,5.0,0.0,2.0,5.0,5.0,4.0,4.0,5.0,,-1.0,,-1.0
208,user08,2020-09-19,2020-09-21 21:38,4.0,9.0,4.0,4.0,4.0,4.0,4.0,2.0,,-1.0,,-1.0
209,user08,2020-09-20,2020-09-21 10:10,4.0,0.0,3.0,5.0,5.0,4.0,4.0,5.0,,-1.0,,-1.0
210,user08,2020-09-21,2020-09-22 23:52,4.0,7.0,3.0,4.0,4.0,5.0,4.0,4.0,,-1.0,,-1.0
211,user08,2020-09-22,2020-09-23 20:01,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,,-1.0,,-1.0
212,user08,2020-09-23,2020-09-24 21:48,4.0,0.0,3.0,5.0,4.0,4.0,3.0,2.0,,-1.0,,-1.0
213,user08,2020-09-24,2020-09-27 23:34,4.0,6.0,3.0,3.0,4.0,5.0,2.0,4.0,,-1.0,,-1.0
214,user09,2020-08-31,2020-09-01 9:33,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,coffee,330.0,,-1.0
215,user09,2020-09-01,2020-09-02 9:26,2.0,5.0,4.0,2.0,3.0,3.0,2.0,1.0,coffee,700.0,,-1.0
216,user09,2020-09-02,2020-09-03 9:09,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,,-1.0,,-1.0
217,user09,2020-09-03,2020-09-04 10:06,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,coffee,500.0,,-1.0
218,user09,2020-09-04,2020-09-05 6:49,2.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,,-1.0,,-1.0
219,user09,2020-09-05,2020-09-06 8:39,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,-1.0,,-1.0
220,user09,2020-09-06,2020-09-07 11:34,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,caffeinated drink,355.0,,-1.0
221,user09,2020-09-07,2020-09-08 11:30,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,coffee,500.0,,-1.0
222,user09,2020-09-08,2020-09-09 10:03,3.0,0.0,4.0,3.0,4.0,4.0,4.0,2.0,,-1.0,,-1.0
223,user09,2020-09-09,2020-09-10 12:51,3.0,0.0,3.0,3.0,3.0,4.0,4.0,3.0,caffeinated drink,355.0,,-1.0
224,user09,2020-09-10,2020-09-11 11:58,3.0,0.0,4.0,3.0,4.0,2.0,2.0,3.0,,-1.0,,-1.0
225,user09,2020-09-11,2020-09-12 7:08,3.0,0.0,4.0,4.0,3.0,3.0,4.0,2.0,coffee,360.0,,-1.0
226,user09,2020-09-12,2020-09-13 12:07,2.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,coffee,350.0,,-1.0
227,user09,2020-09-13,2020-09-14 9:49,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,caffeinated drink,355.0,,-1.0
228,user09,2020-09-14,2020-09-15 11:26,3.0,0.0,4.0,3.0,4.0,3.0,3.0,2.0,coffee,500.0,,-1.0
229,user09,2020-09-15,2020-09-16 13:52,3.0,0.0,2.0,3.0,3.0,4.0,3.0,2.0,,-1.0,,-1.0
230,user09,2020-09-16,2020-09-17 15:56,3.0,0.0,4.0,2.0,3.0,4.0,4.0,2.0,,-1.0,beer,330.0
231,user09,2020-09-17,2020-09-18 14:04,2.0,0.0,4.0,2.0,3.0,3.0,3.0,2.0,,-1.0,,-1.0
232,user09,2020-09-18,2020-09-19 13:05,2.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,coffee,600.0,,-1.0
233,user09,2020-09-19,2020-09-20 16:28,4.0,0.0,4.0,2.0,3.0,4.0,2.0,2.0,caffeinated drink,355.0,,-1.0
234,user09,2020-09-20,2020-09-21 13:59,3.0,0.0,3.0,2.0,4.0,3.0,2.0,2.0,coffee,600.0,,-1.0
235,user09,2020-09-21,2020-09-22 10:58,3.0,0.0,4.0,3.0,4.0,5.0,4.0,3.0,,-1.0,beer,355.0
236,user09,2020-09-22,2020-09-23 11:57,4.0,0.0,4.0,3.0,2.0,3.0,2.0,1.0,,-1.0,,-1.0
237,user09,2020-09-23,2020-09-24 12:57,4.0,0.0,4.0,4.0,3.0,4.0,4.0,2.0,,-1.0,,-1.0
238,user09,2020-09-24,2020-09-25 17:57,3.0,0.0,2.0,2.0,3.0,5.0,4.0,3.0,,-1.0,beer,500.0
239,user09,2020-09-25,2020-09-26 11:14,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,,-1.0,,-1.0
240,user09,2020-09-26,2020-09-27 8:27,4.0,0.0,4.0,2.0,3.0,2.0,2.0,2.0,coffee,500.0,,-1.0
241,user10,2020-08-30,2020-08-31 6:24,2.0,1.0,4.0,2.0,2.0,3.0,5.0,4.0,,-1.0,,-1.0
242,user10,2020-08-31,2020-09-02 6:21,2.0,5.0,2.0,2.0,2.0,4.0,2.0,1.0,coffee,180.0,,-1.0
243,user10,2020-09-02,2020-09-03 6:41,3.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,caffeinated drink,400.0,,-1.0
244,user10,2020-09-03,2020-09-04 7:05,4.0,5.0,3.0,4.0,4.0,4.0,1.0,2.0,caffeinated drink,480.0,,-1.0
245,user10,2020-09-04,2020-09-05 15:40,2.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,caffeinated drink,480.0,,-1.0
246,user10,2020-09-05,2020-09-06 6:27,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,,-1.0,,-1.0
247,user10,2020-09-06,2020-09-07 6:28,4.0,1.0,3.0,4.0,4.0,4.0,5.0,4.0,,-1.0,,-1.0
248,user10,2020-09-07,2020-09-08 6:45,5.0,1.0,3.0,4.0,5.0,3.0,2.0,4.0,caffeinated drink,280.0,,-1.0
249,user10,2020-09-08,2020-09-09 7:11,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,caffeinated drink,280.0,,-1.0
250,user10,2020-09-09,2020-09-10 6:36,3.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,caffeinated drink,280.0,,-1.0
251,user10,2020-09-10,2020-09-11 7:20,2.0,4.0,4.0,1.0,1.0,5.0,5.0,2.0,caffeinated drink,560.0,,-1.0
252,user10,2020-09-11,2020-09-12 12:27,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,caffeinated drink,560.0,,-1.0
253,user10,2020-09-12,2020-09-13 10:40,5.0,0.0,4.0,4.0,4.0,5.0,4.0,3.0,,-1.0,soju,900.0
254,user10,2020-09-13,2020-09-14 7:07,3.0,1.0,4.0,3.0,3.0,5.0,5.0,3.0,,-1.0,,-1.0
255,user10,2020-09-14,2020-09-15 5:01,1.0,9.0,4.0,1.0,2.0,1.0,5.0,1.0,,-1.0,,-1.0
256,user10,2020-09-15,2020-09-16 7:18,2.0,0.0,2.0,2.0,2.0,5.0,4.0,1.0,,-1.0,soju,720.0
257,user10,2020-09-16,2020-09-17 7:12,3.0,9.0,2.0,3.0,2.0,3.0,2.0,4.0,caffeinated drink,260.0,,-1.0
258,user10,2020-09-17,2020-09-18 14:24,4.0,1.0,4.0,3.0,2.0,5.0,5.0,2.0,caffeinated drink,260.0,,-1.0
259,user10,2020-09-18,2020-09-19 12:52,5.0,9.0,3.0,1.0,3.0,5.0,5.0,1.0,,-1.0,soju,800.0
260,user10,2020-09-19,2020-09-20 11:15,2.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,,-1.0,,-1.0
261,user10,2020-09-20,2020-09-21 9:46,5.0,0.0,3.0,2.0,5.0,4.0,5.0,1.0,,-1.0,soju,-1.0
262,user10,2020-09-21,2020-09-22 7:15,2.0,9.0,3.0,2.0,2.0,5.0,5.0,4.0,,-1.0,,-1.0
263,user10,2020-09-22,2020-09-23 7:43,2.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,caffeinated drink,560.0,,-1.0
264,user10,2020-09-23,2020-09-24 7:57,3.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,caffeinated drink,260.0,,-1.0
265,user10,2020-09-24,2020-09-25 7:22,2.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,caffeinated drink,560.0,,-1.0
266,user10,2020-09-25,2020-09-26 14:56,5.0,0.0,3.0,1.0,1.0,5.0,4.0,1.0,coffee,680.0,soju,900.0
267,user10,2020-09-26,2020-09-27 11:36,2.0,0.0,4.0,1.0,2.0,5.0,4.0,1.0,coffee,400.0,soju,680.0
268,user11,2020-08-30,2020-08-31 10:37,4.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,,-1.0,,-1.0
269,user11,2020-08-31,2020-09-01 7:58,2.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,coffee,355.0,,-1.0
270,user11,2020-09-01,2020-09-02 7:51,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,,-1.0,,-1.0
271,user11,2020-09-02,2020-09-03 8:10,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,coffee,400.0,,-1.0
272,user11,2020-09-03,2020-09-04 8:18,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,,-1.0,,-1.0
273,user11,2020-09-04,2020-09-05 10:53,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,,-1.0,,-1.0
274,user11,2020-09-05,2020-09-06 10:49,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,,-1.0,,-1.0
275,user11,2020-09-06,2020-09-07 8:46,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,,-1.0,,-1.0
276,user11,2020-09-07,2020-09-08 10:17,3.0,0.0,4.0,2.0,3.0,3.0,2.0,3.0,,-1.0,,-1.0
277,user11,2020-09-08,2020-09-09 7:24,2.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,,-1.0,,-1.0
278,user11,2020-09-09,2020-09-10 10:09,3.0,0.0,4.0,3.0,4.0,3.0,3.0,3.0,,-1.0,,-1.0
279,user11,2020-09-10,2020-09-11 10:33,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,,-1.0,,-1.0
280,user11,2020-09-11,2020-09-12 10:41,3.0,0.0,4.0,3.0,3.0,4.0,4.0,3.0,,-1.0,,-1.0
281,user11,2020-09-12,2020-09-13 11:43,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,,-1.0,beer,500.0
282,user11,2020-09-13,2020-09-14 9:31,3.0,0.0,4.0,3.0,3.0,3.0,2.0,3.0,,-1.0,,-1.0
283,user11,2020-09-14,2020-09-15 7:19,2.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,,-1.0,,-1.0
284,user11,2020-09-15,2020-09-16 9:25,3.0,0.0,4.0,3.0,3.0,3.0,3.0,2.0,coffee,400.0,,-1.0
285,user11,2020-09-16,2020-09-17 7:21,3.0,0.0,4.0,3.0,3.0,3.0,3.0,2.0,,-1.0,,-1.0
286,user11,2020-09-17,2020-09-18 9:56,3.0,0.0,4.0,3.0,3.0,4.0,2.0,2.0,,-1.0,,-1.0
287,user11,2020-09-18,2020-09-19 9:57,3.0,0.0,4.0,3.0,3.0,3.0,4.0,2.0,,-1.0,beer,1000.0
288,user11,2020-09-19,2020-09-20 11:19,4.0,0.0,4.0,3.0,3.0,4.0,4.0,3.0,,-1.0,beer,800.0
289,user11,2020-09-20,2020-09-21 8:48,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,coffee,300.0,,-1.0
290,user11,2020-09-21,2020-09-22 6:51,3.0,0.0,4.0,2.0,2.0,2.0,1.0,2.0,,-1.0,,-1.0
291,user11,2020-09-22,2020-09-23 8:30,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,coffee,300.0,,-1.0
292,user11,2020-09-23,2020-09-24 8:36,3.0,0.0,4.0,2.0,3.0,2.0,1.0,2.0,,-1.0,,-1.0
293,user11,2020-09-24,2020-09-25 7:31,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,-1.0,beer,350.0
294,user11,2020-09-25,2020-09-26 20:12,3.0,0.0,4.0,3.0,3.0,4.0,3.0,2.0,,-1.0,soju,350.0
295,user11,2020-09-26,2020-09-27 17:25,3.0,0.0,4.0,3.0,3.0,3.0,4.0,2.0,,-1.0,,-1.0
296,user12,2020-08-30,2020-08-31 6:38,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,coffee,200.0,soju,200.0
297,user12,2020-08-31,2020-09-01 7:28,4.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,coffee,300.0,soju,200.0
298,user12,2020-09-01,2020-09-02 7:35,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,coffee,200.0,beer,1000.0
299,user12,2020-09-02,2020-09-03 7:54,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,coffee,150.0,soju,200.0
300,user12,2020-09-03,2020-09-04 7:35,4.0,0.0,2.0,4.0,3.0,4.0,3.0,4.0,tea,300.0,beer,500.0
301,user12,2020-09-04,2020-09-05 13:06,4.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,coffee,250.0,soju,350.0
302,user12,2020-09-05,2020-09-06 12:44,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,,-1.0,soju,400.0
303,user12,2020-09-06,2020-09-07 20:02,5.0,5.0,2.0,2.0,4.0,5.0,5.0,2.0,,-1.0,,-1.0
304,user12,2020-09-07,2020-09-08 17:52,5.0,0.0,2.0,5.0,5.0,4.0,4.0,4.0,,-1.0,,-1.0
305,user12,2020-09-08,2020-09-09 21:12,5.0,7.0,1.0,4.0,2.0,3.0,5.0,4.0,,-1.0,soju,300.0
306,user12,2020-09-09,2020-09-10 22:38,5.0,0.0,2.0,5.0,4.0,3.0,5.0,5.0,,-1.0,beer,400.0
307,user12,2020-09-10,2020-09-11 7:56,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,,-1.0,wine,300.0
308,user12,2020-09-11,2020-09-13 4:23,4.0,0.0,2.0,3.0,4.0,4.0,4.0,4.0,,-1.0,soju,300.0
309,user12,2020-09-12,2020-09-13 22:09,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,,-1.0,,-1.0
310,user12,2020-09-13,2020-09-14 23:15,2.0,7.0,1.0,2.0,2.0,4.0,5.0,4.0,,-1.0,soju,300.0
311,user12,2020-09-14,2020-09-15 7:35,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,coffee,200.0,beer,700.0
312,user12,2020-09-15,2020-09-16 8:18,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,coffee,400.0,,-1.0
313,user12,2020-09-16,2020-09-17 8:05,4.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,coffee,300.0,soju,200.0
314,user12,2020-09-17,2020-09-18 18:26,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,coffee,300.0,,-1.0
315,user12,2020-09-18,2020-09-19 21:21,4.0,0.0,2.0,4.0,4.0,5.0,3.0,3.0,,-1.0,soju,200.0
316,user12,2020-09-19,2020-09-20 20:54,5.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,,-1.0,beer,500.0
317,user12,2020-09-20,2020-09-21 22:07,3.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,,-1.0,soju,200.0
318,user12,2020-09-21,2020-09-22 7:35,3.0,7.0,2.0,2.0,3.0,2.0,1.0,1.0,,-1.0,soju,300.0
319,user12,2020-09-22,2020-09-23 18:36,3.0,7.0,1.0,3.0,3.0,3.0,1.0,1.0,,-1.0,wine,250.0
320,user12,2020-09-23,2020-09-24 18:10,4.0,0.0,2.0,4.0,3.0,3.0,1.0,1.0,,-1.0,soju,200.0
321,user12,2020-09-24,2020-09-25 23:35,4.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,,-1.0,soju,300.0
322,user12,2020-09-25,2020-09-26 21:15,5.0,0.0,1.0,4.0,4.0,3.0,2.0,2.0,,-1.0,wine,300.0
323,user12,2020-09-26,2020-09-27 22:56,5.0,0.0,2.0,5.0,4.0,4.0,4.0,4.0,,-1.0,,-1.0
324,user21,2020-08-29,2020-08-30 10:00,3.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,coffee,500.0,,-1.0
325,user21,2020-08-30,2020-08-31 8:52,3.0,6.0,2.0,3.0,3.0,3.0,3.0,4.0,,-1.0,,-1.0
326,user21,2020-08-31,2020-09-01 7:48,4.0,0.0,4.0,3.0,3.0,4.0,4.0,2.0,coffee,200.0,,-1.0
327,user21,2020-09-01,2020-09-02 7:46,4.0,0.0,4.0,4.0,4.0,3.0,2.0,2.0,coffee,200.0,,-1.0
328,user21,2020-09-02,2020-09-03 7:56,2.0,1.0,4.0,2.0,3.0,5.0,3.0,4.0,coffee,500.0,,-1.0
329,user21,2020-09-03,2020-09-04 7:50,4.0,0.0,4.0,3.0,4.0,5.0,3.0,3.0,coffee,200.0,,-1.0
330,user21,2020-09-04,2020-09-05 9:58,3.0,0.0,4.0,3.0,4.0,3.0,2.0,3.0,coffee,300.0,,-1.0
331,user21,2020-09-05,2020-09-06 9:33,4.0,0.0,4.0,4.0,5.0,5.0,5.0,4.0,,-1.0,,-1.0
332,user21,2020-09-06,2020-09-07 7:57,3.0,0.0,4.0,4.0,3.0,3.0,5.0,4.0,,-1.0,,-1.0
333,user21,2020-09-07,2020-09-08 7:55,4.0,0.0,4.0,4.0,3.0,5.0,4.0,4.0,coffee,200.0,,-1.0
334,user21,2020-09-08,2020-09-09 8:50,4.0,0.0,4.0,4.0,4.0,3.0,2.0,3.0,coffee,200.0,,-1.0
335,user21,2020-09-09,2020-09-10 7:56,3.0,0.0,2.0,3.0,3.0,4.0,5.0,3.0,tea,100.0,,-1.0
336,user21,2020-09-10,2020-09-11 7:49,4.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,coffee,200.0,,-1.0
337,user21,2020-09-11,2020-09-12 18:50,5.0,0.0,4.0,5.0,5.0,5.0,4.0,5.0,coffee,300.0,,-1.0
338,user21,2020-09-12,2020-09-13 18:14,3.0,0.0,2.0,3.0,3.0,5.0,5.0,5.0,,-1.0,,-1.0
339,user21,2020-09-13,2020-09-14 8:56,3.0,0.0,2.0,3.0,3.0,4.0,4.0,3.0,coffee,200.0,,-1.0
340,user21,2020-09-14,2020-09-15 7:49,4.0,0.0,4.0,3.0,4.0,5.0,5.0,5.0,coffee,200.0,,-1.0
341,user21,2020-09-15,2020-09-16 10:52,3.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,coffee,300.0,,-1.0
342,user21,2020-09-16,2020-09-17 13:22,4.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,coffee,300.0,,-1.0
343,user21,2020-09-17,2020-09-18 7:50,2.0,0.0,4.0,2.0,3.0,5.0,5.0,5.0,tea,200.0,,-1.0
344,user21,2020-09-18,2020-09-20 20:47,3.0,0.0,2.0,3.0,4.0,5.0,4.0,5.0,,-1.0,,-1.0
345,user21,2020-09-19,2020-09-20 20:46,3.0,0.0,4.0,4.0,5.0,4.0,5.0,5.0,,-1.0,,-1.0
346,user21,2020-09-20,2020-09-21 8:43,4.0,0.0,3.0,4.0,4.0,5.0,5.0,5.0,coffee,200.0,,-1.0
347,user21,2020-09-21,2020-09-22 10:07,4.0,0.0,4.0,3.0,2.0,4.0,4.0,4.0,coffee,200.0,,-1.0
348,user21,2020-09-22,2020-09-23 12:53,4.0,0.0,2.0,4.0,5.0,4.0,5.0,4.0,coffee,100.0,,-1.0
349,user21,2020-09-23,2020-09-24 8:45,4.0,0.0,1.0,3.0,3.0,5.0,5.0,5.0,coffee,100.0,,-1.0
350,user21,2020-09-24,2020-09-25 12:12,4.0,0.0,4.0,3.0,4.0,3.0,3.0,3.0,coffee,200.0,,-1.0
351,user21,2020-09-25,2020-09-27 0:57,3.0,0.0,2.0,4.0,5.0,5.0,5.0,5.0,coffee,300.0,,-1.0
352,user21,2020-09-26,2020-09-27 22:14,4.0,0.0,4.0,4.0,5.0,3.0,4.0,4.0,coffee,50.0,,-1.0
353,user22,2020-09-01,2020-09-02 8:15,2.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,coffee,600.0,,-1.0
354,user22,2020-09-02,2020-09-03 7:53,3.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,coffee,300.0,,-1.0
355,user22,2020-09-03,2020-09-04 9:27,2.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,caffeinated drink,600.0,,-1.0
356,user22,2020-09-04,2020-09-05 8:14,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,coffee,600.0,,-1.0
357,user22,2020-09-05,2020-09-06 8:41,2.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,coffee,200.0,,-1.0
358,user22,2020-09-06,2020-09-07 10:00,4.0,7.0,1.0,1.0,1.0,4.0,4.0,2.0,coffee,200.0,,-1.0
359,user22,2020-09-07,2020-09-08 8:05,4.0,5.0,4.0,1.0,1.0,4.0,4.0,2.0,coffee,200.0,,-1.0
360,user22,2020-09-08,2020-09-09 8:05,2.0,7.0,1.0,1.0,1.0,4.0,3.0,2.0,coffee,200.0,,-1.0
361,user22,2020-09-09,2020-09-10 8:00,3.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,coffee,250.0,,-1.0
362,user22,2020-09-10,2020-09-11 13:40,4.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,coffee,500.0,,-1.0
363,user22,2020-09-11,2020-09-12 8:33,3.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,coffee,500.0,,-1.0
364,user22,2020-09-12,2020-09-13 8:18,4.0,0.0,4.0,1.0,1.0,3.0,3.0,2.0,coffee,300.0,,-1.0
365,user22,2020-09-13,2020-09-14 9:24,3.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,coffee,600.0,,-1.0
366,user22,2020-09-14,2020-09-15 12:26,4.0,0.0,4.0,1.0,1.0,3.0,4.0,2.0,coffee,300.0,,-1.0
367,user22,2020-09-15,2020-09-16 10:09,2.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,coffee,500.0,,-1.0
368,user22,2020-09-16,2020-09-17 10:12,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,coffee,400.0,,-1.0
369,user22,2020-09-17,2020-09-18 15:16,3.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,coffee,300.0,,-1.0
370,user22,2020-09-18,2020-09-19 8:23,4.0,5.0,4.0,1.0,1.0,4.0,2.0,2.0,coffee,500.0,,-1.0
371,user22,2020-09-19,2020-09-20 11:14,4.0,5.0,4.0,1.0,2.0,3.0,2.0,1.0,coffee,200.0,,-1.0
372,user22,2020-09-20,2020-09-21 10:50,4.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,coffee,300.0,,-1.0
373,user22,2020-09-21,2020-09-22 16:50,4.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,coffee,400.0,,-1.0
374,user22,2020-09-22,2020-09-23 13:16,4.0,6.0,4.0,1.0,1.0,4.0,2.0,1.0,coffee,300.0,,-1.0
375,user22,2020-09-23,2020-09-24 14:52,4.0,0.0,4.0,1.0,1.0,3.0,3.0,1.0,coffee,350.0,,-1.0
376,user22,2020-09-24,2020-09-25 8:06,4.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,coffee,400.0,,-1.0
377,user22,2020-09-25,2020-09-26 8:45,4.0,5.0,4.0,1.0,1.0,3.0,2.0,1.0,coffee,500.0,,-1.0
378,user22,2020-09-26,2020-09-27 12:17,4.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,coffee,400.0,,-1.0
379,user23,2020-08-31,2020-09-01 7:25,4.0,1.0,2.0,2.0,4.0,5.0,2.0,2.0,coffee,300.0,,-1.0
380,user23,2020-09-01,2020-09-02 8:48,2.0,1.0,4.0,3.0,4.0,5.0,3.0,3.0,coffee,250.0,,-1.0
381,user23,2020-09-02,2020-09-03 8:27,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,,-1.0,,-1.0
382,user23,2020-09-03,2020-09-04 9:33,4.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,,-1.0,,-1.0
383,user23,2020-09-04,2020-09-05 10:02,4.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,,-1.0,,-1.0
384,user23,2020-09-05,2020-09-06 9:59,4.0,0.0,2.0,4.0,5.0,5.0,2.0,3.0,,-1.0,,-1.0
385,user23,2020-09-06,2020-09-07 7:06,3.0,5.0,2.0,1.0,2.0,5.0,4.0,2.0,,-1.0,,-1.0
386,user23,2020-09-07,2020-09-08 7:31,3.0,8.0,2.0,2.0,4.0,5.0,4.0,2.0,,-1.0,,-1.0
387,user23,2020-09-08,2020-09-09 7:48,3.0,8.0,2.0,3.0,3.0,4.0,2.0,3.0,,-1.0,,-1.0
388,user23,2020-09-09,2020-09-10 8:01,2.0,7.0,2.0,1.0,1.0,4.0,2.0,3.0,,-1.0,,-1.0
389,user23,2020-09-10,2020-09-11 8:21,3.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,,-1.0,,-1.0
390,user23,2020-09-11,2020-09-12 10:44,4.0,0.0,2.0,4.0,4.0,5.0,4.0,2.0,,-1.0,,-1.0
391,user23,2020-09-12,2020-09-13 9:31,2.0,9.0,2.0,2.0,4.0,5.0,5.0,4.0,,-1.0,,-1.0
392,user23,2020-09-13,2020-09-14 8:07,4.0,9.0,2.0,4.0,4.0,5.0,5.0,2.0,,-1.0,,-1.0
393,user23,2020-09-14,2020-09-15 8:17,4.0,9.0,2.0,2.0,4.0,5.0,4.0,2.0,,-1.0,,-1.0
394,user23,2020-09-15,2020-09-16 7:38,4.0,9.0,2.0,2.0,3.0,5.0,2.0,3.0,,-1.0,,-1.0
395,user23,2020-09-16,2020-09-17 8:06,3.0,3.0,1.0,3.0,2.0,5.0,4.0,2.0,,-1.0,,-1.0
396,user23,2020-09-17,2020-09-18 8:07,3.0,9.0,2.0,4.0,3.0,5.0,4.0,3.0,,-1.0,,-1.0
397,user23,2020-09-18,2020-09-19 10:30,2.0,9.0,2.0,2.0,4.0,5.0,5.0,2.0,,-1.0,,-1.0
398,user23,2020-09-19,2020-09-20 10:41,4.0,9.0,2.0,4.0,5.0,5.0,5.0,4.0,,-1.0,,-1.0
399,user23,2020-09-20,2020-09-21 8:18,4.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,,-1.0,,-1.0
400,user23,2020-09-21,2020-09-22 8:28,3.0,0.0,2.0,2.0,3.0,5.0,3.0,2.0,,-1.0,,-1.0
401,user23,2020-09-22,2020-09-23 8:14,4.0,0.0,2.0,2.0,3.0,5.0,4.0,2.0,coffee,250.0,not specified,300.0
402,user23,2020-09-23,2020-09-24 19:50,3.0,1.0,2.0,3.0,3.0,5.0,4.0,2.0,,-1.0,,-1.0
403,user23,2020-09-24,2020-09-25 8:02,4.0,0.0,2.0,4.0,3.0,5.0,5.0,2.0,,-1.0,,-1.0
